Dataset,#TrainingRelease,%Training (data on training / total data),%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,RandomForest,NONE,BEST_FIRST,NONE,471.0,127.0,80.0,73.0,0.788,0.866,0.805,0.274
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,NaiveBayes,NONE,BEST_FIRST,NONE,326.0,35.0,172.0,218.0,0.903,0.599,0.771,0.338
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,Ibk,NONE,BEST_FIRST,NONE,536.0,192.0,15.0,8.0,0.736,0.985,0.762,0.08
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,RandomForest,NONE,BEST_FIRST,NONE,408.0,116.0,91.0,78.0,0.779,0.84,0.803,0.295
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,NaiveBayes,NONE,BEST_FIRST,NONE,283.0,30.0,177.0,203.0,0.904,0.582,0.776,0.353
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,Ibk,NONE,BEST_FIRST,NONE,479.0,186.0,21.0,7.0,0.72,0.986,0.79,0.116
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,RandomForest,NONE,BEST_FIRST,NONE,519.0,161.0,86.0,79.0,0.763,0.868,0.77,0.239
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,NaiveBayes,NONE,BEST_FIRST,NONE,363.0,50.0,197.0,235.0,0.879,0.607,0.755,0.332
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,Ibk,NONE,BEST_FIRST,NONE,587.0,229.0,18.0,11.0,0.719,0.982,0.739,0.074
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,RandomForest,NONE,BEST_FIRST,NONE,620.0,86.0,86.0,54.0,0.878,0.92,0.889,0.451
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,NaiveBayes,NONE,BEST_FIRST,NONE,591.0,71.0,101.0,83.0,0.893,0.877,0.761,0.452
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,Ibk,NONE,BEST_FIRST,NONE,614.0,144.0,28.0,60.0,0.81,0.911,0.752,0.09
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,RandomForest,NONE,BEST_FIRST,NONE,1287.0,824.0,511.0,215.0,0.61,0.857,0.76,0.246
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,NaiveBayes,NONE,BEST_FIRST,NONE,1142.0,442.0,893.0,360.0,0.721,0.76,0.782,0.431
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,Ibk,NONE,BEST_FIRST,NONE,1225.0,799.0,536.0,277.0,0.605,0.816,0.629,0.222
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,RandomForest,NONE,BEST_FIRST,NONE,451.0,142.0,87.0,88.0,0.761,0.837,0.76,0.232
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,NaiveBayes,NONE,BEST_FIRST,NONE,539.0,229.0,0.0,0.0,0.702,1.0,0.728,0.0
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,Ibk,NONE,BEST_FIRST,NONE,522.0,222.0,7.0,17.0,0.702,0.968,0.721,-0.001
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,RandomForest,NONE,BEST_FIRST,NONE,649.0,194.0,134.0,99.0,0.77,0.868,0.797,0.301
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,NaiveBayes,NONE,BEST_FIRST,NONE,747.0,328.0,0.0,1.0,0.695,0.999,0.775,-0.002
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,Ibk,NONE,BEST_FIRST,NONE,714.0,276.0,52.0,34.0,0.721,0.955,0.754,0.143
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,359.0,58.0,163.0,187.0,0.861,0.658,0.738,0.337
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,129.0,7.0,214.0,417.0,0.949,0.236,0.676,0.132
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,Ibk,OVERSAMPLING,BEST_FIRST,NONE,384.0,86.0,135.0,162.0,0.817,0.703,0.644,0.285
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,412.0,74.0,75.0,138.0,0.848,0.749,0.697,0.218
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,107.0,3.0,146.0,443.0,0.973,0.195,0.792,0.084
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,Ibk,OVERSAMPLING,BEST_FIRST,NONE,374.0,101.0,48.0,176.0,0.787,0.68,0.556,0.002
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,293.0,19.0,92.0,107.0,0.939,0.733,0.832,0.436
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,126.0,7.0,104.0,274.0,0.947,0.315,0.788,0.135
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,Ibk,OVERSAMPLING,BEST_FIRST,NONE,287.0,30.0,81.0,113.0,0.905,0.718,0.763,0.352
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,341.0,25.0,91.0,90.0,0.932,0.791,0.855,0.478
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,138.0,5.0,111.0,293.0,0.965,0.32,0.773,0.145
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,Ibk,OVERSAMPLING,BEST_FIRST,NONE,337.0,28.0,88.0,94.0,0.923,0.782,0.801,0.447
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,783.0,25.0,84.0,282.0,0.969,0.735,0.798,0.246
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,274.0,3.0,106.0,791.0,0.989,0.257,0.557,0.054
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,Ibk,OVERSAMPLING,BEST_FIRST,NONE,833.0,29.0,80.0,232.0,0.966,0.782,0.786,0.281
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,375.0,33.0,100.0,91.0,0.919,0.805,0.821,0.482
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,248.0,37.0,96.0,218.0,0.87,0.532,0.697,0.171
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,Ibk,OVERSAMPLING,BEST_FIRST,NONE,368.0,35.0,98.0,98.0,0.913,0.79,0.754,0.45
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,1118.0,39.0,121.0,157.0,0.966,0.877,0.87,0.479
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,459.0,32.0,128.0,816.0,0.935,0.36,0.739,0.051
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,Ibk,OVERSAMPLING,BEST_FIRST,NONE,1096.0,45.0,115.0,179.0,0.961,0.86,0.782,0.423
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,524.0,2.0,97.0,105.0,0.996,0.833,0.916,0.565
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,242.0,3.0,96.0,387.0,0.988,0.385,0.835,0.135
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,Ibk,OVERSAMPLING,BEST_FIRST,NONE,518.0,3.0,96.0,111.0,0.994,0.824,0.906,0.543
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,1308.0,713.0,196.0,141.0,0.647,0.903,0.656,0.134
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,587.0,66.0,843.0,862.0,0.899,0.405,0.753,0.286
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,Ibk,OVERSAMPLING,BEST_FIRST,NONE,1300.0,728.0,181.0,149.0,0.641,0.897,0.564,0.109
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,848.0,79.0,107.0,115.0,0.915,0.881,0.792,0.423
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,462.0,26.0,160.0,501.0,0.947,0.48,0.765,0.167
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,Ibk,OVERSAMPLING,BEST_FIRST,NONE,819.0,85.0,101.0,144.0,0.906,0.85,0.694,0.349
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,1193.0,276.0,377.0,223.0,0.812,0.843,0.832,0.429
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,641.0,42.0,611.0,775.0,0.939,0.453,0.823,0.298
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,Ibk,OVERSAMPLING,BEST_FIRST,NONE,1190.0,313.0,340.0,226.0,0.792,0.84,0.696,0.375
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,338.0,46.0,136.0,149.0,0.88,0.694,0.772,0.375
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,244.0,12.0,170.0,243.0,0.953,0.501,0.794,0.311
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,Ibk,OVERSAMPLING,BEST_FIRST,NONE,338.0,52.0,130.0,149.0,0.867,0.694,0.734,0.35
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,378.0,43.0,164.0,166.0,0.898,0.695,0.791,0.411
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,275.0,17.0,190.0,269.0,0.942,0.506,0.771,0.307
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,Ibk,OVERSAMPLING,BEST_FIRST,NONE,384.0,44.0,163.0,160.0,0.897,0.706,0.76,0.42
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,318.0,27.0,180.0,168.0,0.922,0.654,0.79,0.438
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,227.0,13.0,194.0,259.0,0.946,0.467,0.776,0.301
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,Ibk,OVERSAMPLING,BEST_FIRST,NONE,328.0,36.0,171.0,158.0,0.901,0.675,0.783,0.428
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,426.0,70.0,177.0,172.0,0.859,0.712,0.757,0.383
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,302.0,21.0,226.0,296.0,0.935,0.505,0.754,0.317
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,Ibk,OVERSAMPLING,BEST_FIRST,NONE,435.0,74.0,173.0,163.0,0.855,0.727,0.729,0.387
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,597.0,47.0,125.0,77.0,0.927,0.886,0.88,0.575
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,530.0,62.0,110.0,144.0,0.895,0.786,0.76,0.362
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,Ibk,OVERSAMPLING,BEST_FIRST,NONE,546.0,58.0,114.0,128.0,0.904,0.81,0.737,0.411
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,1177.0,596.0,739.0,325.0,0.664,0.784,0.763,0.341
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,816.0,133.0,1202.0,686.0,0.86,0.543,0.784,0.434
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,Ibk,OVERSAMPLING,BEST_FIRST,NONE,1150.0,656.0,679.0,352.0,0.637,0.766,0.639,0.278
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,357.0,54.0,175.0,182.0,0.869,0.662,0.751,0.367
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,255.0,19.0,210.0,284.0,0.931,0.473,0.728,0.293
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,Ibk,OVERSAMPLING,BEST_FIRST,NONE,358.0,66.0,163.0,181.0,0.844,0.664,0.719,0.329
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,RandomForest,OVERSAMPLING,BEST_FIRST,NONE,540.0,85.0,243.0,208.0,0.864,0.722,0.789,0.419
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,NaiveBayes,OVERSAMPLING,BEST_FIRST,NONE,744.0,326.0,2.0,4.0,0.695,0.995,0.773,0.001
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,Ibk,OVERSAMPLING,BEST_FIRST,NONE,542.0,98.0,230.0,206.0,0.847,0.725,0.753,0.39
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,261.0,37.0,184.0,285.0,0.876,0.478,0.739,0.233
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,131.0,7.0,214.0,415.0,0.949,0.24,0.673,0.134
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,305.0,50.0,171.0,241.0,0.859,0.559,0.667,0.264
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,396.0,76.0,73.0,154.0,0.839,0.72,0.674,0.176
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,136.0,5.0,144.0,414.0,0.965,0.247,0.799,0.107
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,277.0,27.0,122.0,273.0,0.911,0.504,0.657,0.201
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,260.0,10.0,101.0,140.0,0.963,0.65,0.824,0.393
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,121.0,4.0,107.0,279.0,0.968,0.302,0.787,0.141
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,271.0,30.0,81.0,129.0,0.9,0.677,0.762,0.308
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,317.0,17.0,99.0,114.0,0.949,0.735,0.846,0.451
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,147.0,7.0,109.0,284.0,0.955,0.341,0.772,0.15
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,339.0,40.0,76.0,92.0,0.894,0.787,0.808,0.38
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,663.0,21.0,88.0,402.0,0.969,0.623,0.756,0.167
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,301.0,4.0,105.0,764.0,0.987,0.283,0.517,0.06
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,776.0,41.0,68.0,289.0,0.95,0.729,0.757,0.174
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,313.0,23.0,110.0,153.0,0.932,0.672,0.774,0.37
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,257.0,40.0,93.0,209.0,0.865,0.552,0.7,0.172
openjpaProportion_without_duplicated_lines,6,0.172,0.805,0.778,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,317.0,35.0,98.0,149.0,0.901,0.68,0.738,0.319
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,788.0,23.0,137.0,487.0,0.972,0.618,0.831,0.209
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,466.0,32.0,128.0,809.0,0.936,0.365,0.713,0.053
openjpaProportion_without_duplicated_lines,7,0.187,0.809,0.889,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,900.0,41.0,119.0,375.0,0.956,0.706,0.753,0.235
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,425.0,0.0,99.0,204.0,1.0,0.676,0.874,0.362
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,229.0,3.0,96.0,400.0,0.987,0.364,0.834,0.124
openjpaProportion_without_duplicated_lines,8,0.243,0.838,0.864,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,443.0,14.0,85.0,186.0,0.969,0.704,0.826,0.325
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,1080.0,511.0,398.0,369.0,0.679,0.745,0.672,0.189
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,565.0,63.0,846.0,884.0,0.9,0.39,0.752,0.274
openjpaProportion_without_duplicated_lines,9,0.259,0.846,0.615,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,966.0,488.0,421.0,483.0,0.664,0.667,0.57,0.13
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,794.0,58.0,128.0,169.0,0.932,0.825,0.794,0.413
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,470.0,27.0,159.0,493.0,0.946,0.488,0.766,0.171
openjpaProportion_without_duplicated_lines,10,0.358,0.782,0.838,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,749.0,83.0,103.0,214.0,0.9,0.778,0.716,0.258
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,1051.0,164.0,489.0,365.0,0.865,0.742,0.815,0.453
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,649.0,42.0,611.0,767.0,0.939,0.458,0.823,0.303
openjpaProportion_without_duplicated_lines,11,0.4,0.795,0.684,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,1049.0,262.0,391.0,367.0,0.8,0.741,0.687,0.325
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,287.0,29.0,153.0,200.0,0.908,0.589,0.764,0.332
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,246.0,13.0,169.0,241.0,0.95,0.505,0.793,0.312
openjpaProportion_without_duplicated_lines,12,0.484,0.78,0.728,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,326.0,64.0,118.0,161.0,0.836,0.669,0.718,0.272
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,345.0,43.0,164.0,199.0,0.889,0.634,0.768,0.346
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,284.0,20.0,187.0,260.0,0.934,0.522,0.771,0.313
openjpaProportion_without_duplicated_lines,13,0.497,0.781,0.724,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,384.0,76.0,131.0,160.0,0.835,0.706,0.731,0.301
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,284.0,22.0,185.0,202.0,0.928,0.584,0.768,0.383
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,227.0,13.0,194.0,259.0,0.946,0.467,0.776,0.301
openjpaProportion_without_duplicated_lines,14,0.506,0.78,0.701,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,331.0,67.0,140.0,155.0,0.832,0.681,0.746,0.319
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,398.0,56.0,191.0,200.0,0.877,0.666,0.749,0.375
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,302.0,20.0,227.0,296.0,0.938,0.505,0.754,0.319
openjpaProportion_without_duplicated_lines,15,0.513,0.78,0.708,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,421.0,107.0,140.0,177.0,0.797,0.704,0.698,0.25
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,584.0,39.0,133.0,90.0,0.937,0.866,0.888,0.576
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,526.0,61.0,111.0,148.0,0.896,0.78,0.766,0.358
openjpaProportion_without_duplicated_lines,16,0.529,0.78,0.797,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,499.0,62.0,110.0,175.0,0.889,0.74,0.737,0.305
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,1040.0,347.0,988.0,462.0,0.75,0.692,0.777,0.43
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,792.0,128.0,1207.0,710.0,0.861,0.527,0.782,0.421
openjpaProportion_without_duplicated_lines,17,0.559,0.786,0.529,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,1008.0,490.0,845.0,494.0,0.673,0.671,0.659,0.304
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,324.0,40.0,189.0,215.0,0.89,0.601,0.752,0.35
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,268.0,23.0,206.0,271.0,0.921,0.497,0.729,0.303
openjpaProportion_without_duplicated_lines,18,0.683,0.741,0.702,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,384.0,99.0,130.0,155.0,0.795,0.712,0.722,0.262
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,RandomForest,UNDERSAMPLING,BEST_FIRST,NONE,505.0,73.0,255.0,243.0,0.874,0.675,0.784,0.395
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,NaiveBayes,UNDERSAMPLING,BEST_FIRST,NONE,430.0,33.0,295.0,318.0,0.929,0.575,0.776,0.381
openjpaProportion_without_duplicated_lines,19,0.695,0.743,0.695,Ibk,UNDERSAMPLING,BEST_FIRST,NONE,540.0,127.0,201.0,208.0,0.81,0.722,0.736,0.313
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,RandomForest,SMOTE,BEST_FIRST,NONE,321.0,43.0,178.0,225.0,0.882,0.588,0.772,0.316
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,NaiveBayes,SMOTE,BEST_FIRST,NONE,131.0,8.0,213.0,415.0,0.942,0.24,0.673,0.132
openjpaProportion_without_duplicated_lines,1,0.041,0.664,0.712,Ibk,SMOTE,BEST_FIRST,NONE,347.0,57.0,164.0,199.0,0.859,0.636,0.69,0.317
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,RandomForest,SMOTE,BEST_FIRST,NONE,427.0,81.0,68.0,123.0,0.841,0.776,0.685,0.211
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,NaiveBayes,SMOTE,BEST_FIRST,NONE,122.0,4.0,145.0,428.0,0.968,0.222,0.799,0.096
openjpaProportion_without_duplicated_lines,2,0.077,0.686,0.787,Ibk,SMOTE,BEST_FIRST,NONE,360.0,44.0,105.0,190.0,0.891,0.655,0.683,0.265
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,RandomForest,SMOTE,BEST_FIRST,NONE,318.0,26.0,85.0,82.0,0.924,0.795,0.863,0.474
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,NaiveBayes,SMOTE,BEST_FIRST,NONE,126.0,7.0,104.0,274.0,0.947,0.315,0.786,0.135
openjpaProportion_without_duplicated_lines,3,0.109,0.716,0.783,Ibk,SMOTE,BEST_FIRST,NONE,361.0,84.0,27.0,39.0,0.811,0.902,0.799,0.171
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,RandomForest,SMOTE,BEST_FIRST,NONE,354.0,30.0,86.0,77.0,0.922,0.821,0.87,0.49
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,NaiveBayes,SMOTE,BEST_FIRST,NONE,149.0,7.0,109.0,282.0,0.955,0.346,0.774,0.153
openjpaProportion_without_duplicated_lines,4,0.12,0.737,0.788,Ibk,SMOTE,BEST_FIRST,NONE,410.0,98.0,18.0,21.0,0.807,0.951,0.827,0.141
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,RandomForest,SMOTE,BEST_FIRST,NONE,840.0,32.0,77.0,225.0,0.963,0.789,0.779,0.276
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,NaiveBayes,SMOTE,BEST_FIRST,NONE,343.0,13.0,96.0,722.0,0.963,0.322,0.513,0.052
openjpaProportion_without_duplicated_lines,5,0.131,0.753,0.907,Ibk,SMOTE,BEST_FIRST,NONE,891.0,95.0,14.0,174.0,0.904,0.837,0.759,-0.026
