Dataset,#TrainingRelease,%Training (data on training / total data),%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,Ibk,UNDERSAMPLING,NONE,NONE,240.0,16.0,53.0,31.0,0.938,0.886,0.885,0.605
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,RandomForest,UNDERSAMPLING,NONE,NONE,242.0,153.0,103.0,71.0,0.613,0.773,0.719,0.181
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,NaiveBayes,UNDERSAMPLING,NONE,NONE,189.0,98.0,158.0,124.0,0.659,0.604,0.585,0.219
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,Ibk,UNDERSAMPLING,NONE,NONE,219.0,179.0,77.0,94.0,0.55,0.7,0.496,0.0
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,RandomForest,UNDERSAMPLING,NONE,NONE,179.0,21.0,80.0,61.0,0.895,0.746,0.842,0.483
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,NaiveBayes,UNDERSAMPLING,NONE,NONE,36.0,0.0,101.0,204.0,1.0,0.15,0.744,0.095
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,Ibk,UNDERSAMPLING,NONE,NONE,106.0,26.0,75.0,134.0,0.803,0.442,0.607,0.141
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,RandomForest,UNDERSAMPLING,NONE,NONE,215.0,78.0,188.0,93.0,0.734,0.698,0.804,0.403
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,NaiveBayes,UNDERSAMPLING,NONE,NONE,59.0,21.0,245.0,249.0,0.738,0.192,0.624,0.106
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,Ibk,UNDERSAMPLING,NONE,NONE,209.0,133.0,133.0,99.0,0.611,0.679,0.595,0.18
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,RandomForest,UNDERSAMPLING,NONE,NONE,206.0,54.0,104.0,84.0,0.792,0.71,0.753,0.353
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,NaiveBayes,UNDERSAMPLING,NONE,NONE,62.0,5.0,153.0,228.0,0.925,0.214,0.791,0.138
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,Ibk,UNDERSAMPLING,NONE,NONE,203.0,55.0,103.0,87.0,0.787,0.7,0.703,0.336
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,RandomForest,UNDERSAMPLING,NONE,NONE,140.0,10.0,60.0,70.0,0.933,0.667,0.824,0.407
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,NaiveBayes,UNDERSAMPLING,NONE,NONE,50.0,0.0,70.0,160.0,1.0,0.238,0.77,0.135
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,Ibk,UNDERSAMPLING,NONE,NONE,152.0,19.0,51.0,58.0,0.889,0.724,0.79,0.382
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,RandomForest,UNDERSAMPLING,NONE,NONE,243.0,191.0,13.0,4.0,0.56,0.984,0.606,0.052
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,NaiveBayes,UNDERSAMPLING,NONE,NONE,199.0,155.0,49.0,48.0,0.562,0.806,0.461,0.048
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,Ibk,UNDERSAMPLING,NONE,NONE,235.0,172.0,32.0,12.0,0.577,0.951,0.554,0.116
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,RandomForest,UNDERSAMPLING,NONE,NONE,12.0,3.0,222.0,214.0,0.8,0.053,0.611,0.04
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,NaiveBayes,UNDERSAMPLING,NONE,NONE,76.0,89.0,136.0,150.0,0.461,0.336,0.41,-0.059
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,Ibk,UNDERSAMPLING,NONE,NONE,87.0,85.0,140.0,139.0,0.506,0.385,0.504,0.007
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,RandomForest,UNDERSAMPLING,NONE,NONE,133.0,93.0,245.0,92.0,0.588,0.591,0.717,0.316
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,NaiveBayes,UNDERSAMPLING,NONE,NONE,195.0,323.0,15.0,30.0,0.376,0.867,0.577,-0.073
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,Ibk,UNDERSAMPLING,NONE,NONE,8.0,5.0,333.0,217.0,0.615,0.036,0.51,0.025
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,RandomForest,UNDERSAMPLING,NONE,NONE,148.0,41.0,310.0,78.0,0.783,0.655,0.874,0.554
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,NaiveBayes,UNDERSAMPLING,NONE,NONE,71.0,80.0,271.0,155.0,0.47,0.314,0.482,0.092
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,Ibk,UNDERSAMPLING,NONE,NONE,122.0,89.0,262.0,104.0,0.578,0.54,0.643,0.29
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,RandomForest,UNDERSAMPLING,NONE,NONE,142.0,51.0,345.0,50.0,0.736,0.74,0.899,0.61
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,NaiveBayes,UNDERSAMPLING,NONE,NONE,153.0,349.0,47.0,39.0,0.305,0.797,0.571,-0.06
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,Ibk,UNDERSAMPLING,NONE,NONE,109.0,134.0,262.0,83.0,0.449,0.568,0.615,0.215
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,RandomForest,UNDERSAMPLING,NONE,NONE,149.0,337.0,819.0,31.0,0.307,0.828,0.832,0.312
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,NaiveBayes,UNDERSAMPLING,NONE,NONE,180.0,1119.0,37.0,0.0,0.139,1.0,0.736,0.009
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,Ibk,UNDERSAMPLING,NONE,NONE,56.0,278.0,878.0,124.0,0.168,0.311,0.535,0.052
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,RandomForest,UNDERSAMPLING,NONE,NONE,64.0,88.0,537.0,96.0,0.421,0.4,0.725,0.264
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,NaiveBayes,UNDERSAMPLING,NONE,NONE,44.0,44.0,581.0,116.0,0.5,0.275,0.577,0.246
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,Ibk,UNDERSAMPLING,NONE,NONE,75.0,99.0,526.0,85.0,0.431,0.469,0.651,0.301
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,RandomForest,UNDERSAMPLING,NONE,NONE,110.0,63.0,461.0,55.0,0.636,0.667,0.904,0.538
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,NaiveBayes,UNDERSAMPLING,NONE,NONE,55.0,42.0,482.0,110.0,0.567,0.333,0.608,0.295
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,Ibk,UNDERSAMPLING,NONE,NONE,137.0,136.0,388.0,28.0,0.502,0.83,0.798,0.466
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,RandomForest,UNDERSAMPLING,NONE,NONE,107.0,49.0,499.0,57.0,0.686,0.652,0.918,0.573
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,NaiveBayes,UNDERSAMPLING,NONE,NONE,58.0,45.0,503.0,106.0,0.563,0.354,0.608,0.312
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,Ibk,UNDERSAMPLING,NONE,NONE,144.0,96.0,452.0,20.0,0.6,0.878,0.867,0.605
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,RandomForest,UNDERSAMPLING,NONE,NONE,102.0,66.0,461.0,66.0,0.607,0.607,0.871,0.482
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,NaiveBayes,UNDERSAMPLING,NONE,NONE,30.0,16.0,511.0,138.0,0.652,0.179,0.652,0.197
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,Ibk,UNDERSAMPLING,NONE,NONE,120.0,115.0,412.0,48.0,0.511,0.714,0.764,0.437
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,RandomForest,UNDERSAMPLING,NONE,NONE,132.0,54.0,523.0,40.0,0.71,0.767,0.946,0.655
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,NaiveBayes,UNDERSAMPLING,NONE,NONE,74.0,57.0,520.0,98.0,0.565,0.43,0.667,0.362
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,Ibk,UNDERSAMPLING,NONE,NONE,150.0,90.0,487.0,22.0,0.625,0.872,0.875,0.629
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,RandomForest,UNDERSAMPLING,NONE,NONE,134.0,77.0,733.0,41.0,0.635,0.766,0.942,0.621
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,NaiveBayes,UNDERSAMPLING,NONE,NONE,80.0,57.0,753.0,95.0,0.584,0.457,0.688,0.423
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,Ibk,UNDERSAMPLING,NONE,NONE,139.0,129.0,681.0,36.0,0.519,0.794,0.824,0.526
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,RandomForest,UNDERSAMPLING,NONE,NONE,122.0,78.0,454.0,51.0,0.61,0.705,0.888,0.531
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,NaiveBayes,UNDERSAMPLING,NONE,NONE,74.0,55.0,477.0,99.0,0.574,0.428,0.683,0.355
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,Ibk,UNDERSAMPLING,NONE,NONE,142.0,121.0,411.0,31.0,0.54,0.821,0.811,0.505
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,RandomForest,UNDERSAMPLING,NONE,NONE,147.0,64.0,635.0,26.0,0.697,0.85,0.96,0.7
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,NaiveBayes,UNDERSAMPLING,NONE,NONE,68.0,47.0,652.0,105.0,0.591,0.393,0.672,0.373
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,Ibk,UNDERSAMPLING,NONE,NONE,165.0,103.0,596.0,8.0,0.616,0.954,0.925,0.668
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,RandomForest,SMOTE,NONE,NONE,192.0,34.0,16.0,17.0,0.85,0.919,0.8,0.274
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,NaiveBayes,SMOTE,NONE,NONE,122.0,11.0,39.0,87.0,0.917,0.584,0.743,0.23
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,Ibk,SMOTE,NONE,NONE,91.0,1.0,49.0,118.0,0.989,0.435,0.708,0.22
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,RandomForest,SMOTE,NONE,NONE,268.0,48.0,51.0,28.0,0.848,0.905,0.871,0.451
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,NaiveBayes,SMOTE,NONE,NONE,169.0,4.0,95.0,127.0,0.977,0.571,0.865,0.375
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,Ibk,SMOTE,NONE,NONE,276.0,65.0,34.0,20.0,0.809,0.932,0.687,0.325
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,RandomForest,SMOTE,NONE,NONE,176.0,24.0,45.0,34.0,0.88,0.838,0.823,0.468
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,NaiveBayes,SMOTE,NONE,NONE,77.0,3.0,66.0,133.0,0.963,0.367,0.801,0.198
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,Ibk,SMOTE,NONE,NONE,177.0,30.0,39.0,33.0,0.855,0.843,0.75,0.402
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,RandomForest,SMOTE,NONE,NONE,219.0,11.0,51.0,35.0,0.952,0.862,0.916,0.597
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,NaiveBayes,SMOTE,NONE,NONE,102.0,1.0,61.0,152.0,0.99,0.402,0.864,0.201
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,Ibk,SMOTE,NONE,NONE,247.0,41.0,21.0,7.0,0.858,0.972,0.908,0.393
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,RandomForest,SMOTE,NONE,NONE,247.0,13.0,56.0,24.0,0.95,0.911,0.928,0.682
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,NaiveBayes,SMOTE,NONE,NONE,173.0,3.0,66.0,98.0,0.983,0.638,0.867,0.393
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,Ibk,SMOTE,NONE,NONE,269.0,41.0,28.0,2.0,0.868,0.993,0.9,0.505
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,RandomForest,SMOTE,NONE,NONE,284.0,197.0,59.0,29.0,0.59,0.907,0.736,0.147
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,NaiveBayes,SMOTE,NONE,NONE,204.0,115.0,141.0,109.0,0.639,0.652,0.605,0.203
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,Ibk,SMOTE,NONE,NONE,280.0,212.0,44.0,33.0,0.569,0.895,0.547,0.071
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,RandomForest,SMOTE,NONE,NONE,204.0,29.0,72.0,36.0,0.876,0.85,0.875,0.552
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,NaiveBayes,SMOTE,NONE,NONE,33.0,0.0,101.0,207.0,1.0,0.138,0.737,0.086
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,Ibk,SMOTE,NONE,NONE,129.0,42.0,59.0,111.0,0.754,0.537,0.61,0.102
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,RandomForest,SMOTE,NONE,NONE,260.0,163.0,103.0,48.0,0.615,0.844,0.761,0.238
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,NaiveBayes,SMOTE,NONE,NONE,65.0,26.0,240.0,243.0,0.714,0.211,0.619,0.107
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,Ibk,SMOTE,NONE,NONE,261.0,178.0,88.0,47.0,0.595,0.847,0.604,0.184
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,RandomForest,SMOTE,NONE,NONE,235.0,77.0,81.0,55.0,0.753,0.81,0.684,0.334
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,NaiveBayes,SMOTE,NONE,NONE,66.0,6.0,152.0,224.0,0.917,0.228,0.785,0.144
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,Ibk,SMOTE,NONE,NONE,252.0,100.0,58.0,38.0,0.716,0.869,0.674,0.259
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,RandomForest,SMOTE,NONE,NONE,162.0,16.0,54.0,48.0,0.91,0.771,0.861,0.471
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,NaiveBayes,SMOTE,NONE,NONE,48.0,0.0,70.0,162.0,1.0,0.229,0.771,0.129
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,Ibk,SMOTE,NONE,NONE,199.0,38.0,32.0,11.0,0.84,0.948,0.837,0.464
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,RandomForest,SMOTE,NONE,NONE,247.0,196.0,8.0,0.0,0.558,1.0,0.59,0.043
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,NaiveBayes,SMOTE,NONE,NONE,240.0,174.0,30.0,7.0,0.58,0.972,0.509,0.128
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,Ibk,SMOTE,NONE,NONE,247.0,191.0,13.0,0.0,0.564,1.0,0.532,0.069
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,RandomForest,SMOTE,NONE,NONE,29.0,8.0,217.0,197.0,0.784,0.128,0.603,0.093
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,NaiveBayes,SMOTE,NONE,NONE,74.0,83.0,142.0,152.0,0.471,0.327,0.444,-0.041
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,Ibk,SMOTE,NONE,NONE,2.0,2.0,223.0,224.0,0.5,0.009,0.5,0.0
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,RandomForest,SMOTE,NONE,NONE,133.0,82.0,256.0,92.0,0.619,0.591,0.737,0.351
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,NaiveBayes,SMOTE,NONE,NONE,203.0,330.0,8.0,22.0,0.381,0.902,0.617,-0.06
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,Ibk,SMOTE,NONE,NONE,8.0,3.0,335.0,217.0,0.727,0.036,0.513,0.032
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,RandomForest,SMOTE,NONE,NONE,180.0,45.0,306.0,46.0,0.8,0.796,0.914,0.669
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,NaiveBayes,SMOTE,NONE,NONE,64.0,72.0,279.0,162.0,0.471,0.283,0.496,0.084
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,Ibk,SMOTE,NONE,NONE,102.0,76.0,275.0,124.0,0.573,0.451,0.617,0.244
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,RandomForest,SMOTE,NONE,NONE,152.0,67.0,329.0,40.0,0.694,0.792,0.905,0.601
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,NaiveBayes,SMOTE,NONE,NONE,140.0,316.0,80.0,52.0,0.307,0.729,0.579,-0.051
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,Ibk,SMOTE,NONE,NONE,104.0,115.0,281.0,88.0,0.475,0.542,0.626,0.242
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,RandomForest,SMOTE,NONE,NONE,140.0,298.0,858.0,40.0,0.32,0.778,0.822,0.324
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,NaiveBayes,SMOTE,NONE,NONE,142.0,825.0,331.0,38.0,0.147,0.789,0.717,0.026
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,Ibk,SMOTE,NONE,NONE,57.0,180.0,976.0,123.0,0.241,0.317,0.58,0.142
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,RandomForest,SMOTE,NONE,NONE,60.0,76.0,549.0,100.0,0.441,0.375,0.729,0.268
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,NaiveBayes,SMOTE,NONE,NONE,34.0,33.0,592.0,126.0,0.507,0.212,0.54,0.204
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,Ibk,SMOTE,NONE,NONE,75.0,99.0,526.0,85.0,0.431,0.469,0.653,0.301
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,RandomForest,SMOTE,NONE,NONE,120.0,76.0,448.0,45.0,0.612,0.727,0.906,0.547
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,NaiveBayes,SMOTE,NONE,NONE,76.0,97.0,427.0,89.0,0.439,0.461,0.594,0.271
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,Ibk,SMOTE,NONE,NONE,139.0,128.0,396.0,26.0,0.521,0.842,0.81,0.494
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,RandomForest,SMOTE,NONE,NONE,108.0,45.0,503.0,56.0,0.706,0.659,0.929,0.59
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,NaiveBayes,SMOTE,NONE,NONE,71.0,76.0,472.0,93.0,0.483,0.433,0.597,0.305
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,Ibk,SMOTE,NONE,NONE,143.0,88.0,460.0,21.0,0.619,0.872,0.875,0.622
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,RandomForest,SMOTE,NONE,NONE,105.0,61.0,466.0,63.0,0.633,0.625,0.879,0.511
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,NaiveBayes,SMOTE,NONE,NONE,82.0,75.0,452.0,86.0,0.522,0.488,0.64,0.354
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,Ibk,SMOTE,NONE,NONE,123.0,100.0,427.0,45.0,0.552,0.732,0.787,0.488
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,RandomForest,SMOTE,NONE,NONE,125.0,34.0,543.0,47.0,0.786,0.727,0.959,0.686
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,NaiveBayes,SMOTE,NONE,NONE,85.0,77.0,500.0,87.0,0.525,0.494,0.659,0.368
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,Ibk,SMOTE,NONE,NONE,149.0,74.0,503.0,23.0,0.668,0.866,0.887,0.668
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,RandomForest,SMOTE,NONE,NONE,120.0,48.0,762.0,55.0,0.714,0.686,0.951,0.636
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,NaiveBayes,SMOTE,NONE,NONE,94.0,75.0,735.0,81.0,0.556,0.537,0.683,0.451
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,Ibk,SMOTE,NONE,NONE,133.0,113.0,697.0,42.0,0.541,0.76,0.816,0.535
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,RandomForest,SMOTE,NONE,NONE,111.0,53.0,479.0,62.0,0.677,0.642,0.904,0.552
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,NaiveBayes,SMOTE,NONE,NONE,81.0,59.0,473.0,92.0,0.579,0.468,0.679,0.382
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,Ibk,SMOTE,NONE,NONE,135.0,89.0,443.0,38.0,0.603,0.78,0.818,0.558
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,RandomForest,SMOTE,NONE,NONE,140.0,38.0,661.0,33.0,0.787,0.809,0.977,0.747
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,NaiveBayes,SMOTE,NONE,NONE,81.0,60.0,639.0,92.0,0.574,0.468,0.67,0.411
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,Ibk,SMOTE,NONE,NONE,166.0,60.0,639.0,7.0,0.735,0.96,0.958,0.783
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,RandomForest,NONE,NONE,SENSITIVE_THRESHOLD,208.0,42.0,8.0,1.0,0.832,0.995,0.578,0.226
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,NaiveBayes,NONE,NONE,SENSITIVE_THRESHOLD,124.0,6.0,44.0,85.0,0.954,0.593,0.737,0.296
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,Ibk,NONE,NONE,SENSITIVE_THRESHOLD,106.0,14.0,36.0,103.0,0.883,0.507,0.614,0.135
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,RandomForest,NONE,NONE,SENSITIVE_THRESHOLD,294.0,91.0,8.0,2.0,0.764,0.993,0.537,0.106
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,NaiveBayes,NONE,NONE,SENSITIVE_THRESHOLD,168.0,4.0,95.0,128.0,0.977,0.568,0.764,0.372
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,Ibk,NONE,NONE,SENSITIVE_THRESHOLD,282.0,66.0,33.0,14.0,0.81,0.953,0.643,0.347
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,RandomForest,NONE,NONE,SENSITIVE_THRESHOLD,206.0,60.0,9.0,4.0,0.774,0.981,0.556,0.153
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,NaiveBayes,NONE,NONE,SENSITIVE_THRESHOLD,79.0,4.0,65.0,131.0,0.952,0.376,0.659,0.197
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,Ibk,NONE,NONE,SENSITIVE_THRESHOLD,185.0,34.0,35.0,25.0,0.845,0.881,0.694,0.406
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,RandomForest,NONE,NONE,SENSITIVE_THRESHOLD,253.0,59.0,3.0,1.0,0.811,0.996,0.522,0.069
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,NaiveBayes,NONE,NONE,SENSITIVE_THRESHOLD,127.0,1.0,61.0,127.0,0.992,0.5,0.742,0.274
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,Ibk,NONE,NONE,SENSITIVE_THRESHOLD,247.0,41.0,21.0,7.0,0.858,0.972,0.656,0.393
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,RandomForest,NONE,NONE,SENSITIVE_THRESHOLD,270.0,63.0,6.0,1.0,0.811,0.996,0.542,0.125
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,NaiveBayes,NONE,NONE,SENSITIVE_THRESHOLD,183.0,2.0,67.0,88.0,0.989,0.675,0.823,0.441
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,Ibk,NONE,NONE,SENSITIVE_THRESHOLD,269.0,41.0,28.0,2.0,0.868,0.993,0.699,0.505
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,RandomForest,NONE,NONE,SENSITIVE_THRESHOLD,313.0,247.0,9.0,0.0,0.559,1.0,0.518,0.039
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,NaiveBayes,NONE,NONE,SENSITIVE_THRESHOLD,200.0,131.0,125.0,113.0,0.604,0.639,0.564,0.128
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,Ibk,NONE,NONE,SENSITIVE_THRESHOLD,280.0,212.0,44.0,33.0,0.569,0.895,0.533,0.071
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,RandomForest,NONE,NONE,SENSITIVE_THRESHOLD,240.0,88.0,13.0,0.0,0.732,1.0,0.564,0.172
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,NaiveBayes,NONE,NONE,SENSITIVE_THRESHOLD,64.0,1.0,100.0,176.0,0.985,0.267,0.628,0.171
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,Ibk,NONE,NONE,SENSITIVE_THRESHOLD,156.0,48.0,53.0,84.0,0.765,0.65,0.587,0.158
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,RandomForest,NONE,NONE,SENSITIVE_THRESHOLD,308.0,251.0,15.0,0.0,0.551,1.0,0.528,0.06
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,NaiveBayes,NONE,NONE,SENSITIVE_THRESHOLD,93.0,35.0,231.0,215.0,0.727,0.302,0.585,0.163
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,Ibk,NONE,NONE,SENSITIVE_THRESHOLD,264.0,178.0,88.0,44.0,0.597,0.857,0.594,0.195
