Dataset,#TrainingRelease,%Training (data on training / total data),%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,119.0,275.0,350.0,41.0,0.302,0.744,0.652,0.197
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,160.0,625.0,0.0,0.0,0.204,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,75.0,100.0,525.0,85.0,0.429,0.469,0.654,0.298
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,164.0,306.0,218.0,1.0,0.349,0.994,0.705,0.251
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,165.0,524.0,0.0,0.0,0.239,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,137.0,139.0,385.0,28.0,0.496,0.83,0.783,0.459
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,160.0,216.0,332.0,4.0,0.426,0.976,0.791,0.4
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,164.0,548.0,0.0,0.0,0.23,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,144.0,102.0,446.0,20.0,0.585,0.878,0.846,0.589
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,161.0,265.0,262.0,7.0,0.378,0.958,0.728,0.299
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,75.0,64.0,463.0,93.0,0.54,0.446,0.662,0.345
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,120.0,117.0,410.0,48.0,0.506,0.714,0.746,0.432
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,171.0,249.0,328.0,1.0,0.407,0.994,0.781,0.374
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,172.0,577.0,0.0,0.0,0.23,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,150.0,99.0,478.0,22.0,0.602,0.872,0.85,0.605
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,174.0,254.0,556.0,1.0,0.407,0.994,0.84,0.434
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,113.0,188.0,622.0,62.0,0.375,0.646,0.707,0.323
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,139.0,134.0,676.0,36.0,0.509,0.794,0.814,0.516
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,168.0,240.0,292.0,5.0,0.412,0.971,0.76,0.357
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,112.0,173.0,359.0,61.0,0.393,0.647,0.661,0.264
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,142.0,126.0,406.0,31.0,0.53,0.821,0.792,0.493
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,RandomForest,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,173.0,250.0,449.0,0.0,0.409,1.0,0.821,0.416
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,NaiveBayes,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,98.0,131.0,568.0,75.0,0.428,0.566,0.69,0.338
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,Ibk,UNDERSAMPLING,NONE,SENSITIVE_THRESHOLD,165.0,109.0,590.0,8.0,0.602,0.954,0.899,0.654
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,208.0,42.0,8.0,1.0,0.832,0.995,0.578,0.226
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,167.0,33.0,17.0,42.0,0.835,0.799,0.57,0.13
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,91.0,1.0,49.0,118.0,0.989,0.435,0.708,0.22
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,293.0,83.0,16.0,3.0,0.779,0.99,0.576,0.207
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,182.0,4.0,95.0,114.0,0.978,0.615,0.787,0.419
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,276.0,65.0,34.0,20.0,0.809,0.932,0.638,0.325
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,202.0,52.0,17.0,8.0,0.795,0.962,0.604,0.265
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,90.0,4.0,65.0,120.0,0.957,0.429,0.685,0.237
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,179.0,32.0,37.0,31.0,0.848,0.852,0.694,0.391
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,251.0,54.0,8.0,3.0,0.823,0.988,0.559,0.17
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,134.0,1.0,61.0,120.0,0.993,0.528,0.756,0.296
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,247.0,41.0,21.0,7.0,0.858,0.972,0.656,0.393
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,270.0,55.0,14.0,1.0,0.831,0.996,0.6,0.281
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,182.0,3.0,66.0,89.0,0.984,0.672,0.814,0.429
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,269.0,41.0,28.0,2.0,0.868,0.993,0.699,0.505
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,312.0,235.0,21.0,1.0,0.57,0.997,0.539,0.086
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,208.0,133.0,123.0,105.0,0.61,0.665,0.573,0.146
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,280.0,212.0,44.0,33.0,0.569,0.895,0.533,0.071
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,240.0,78.0,23.0,0.0,0.755,1.0,0.614,0.293
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,53.0,1.0,100.0,187.0,0.981,0.221,0.605,0.138
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,129.0,42.0,59.0,111.0,0.754,0.537,0.561,0.102
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,308.0,240.0,26.0,0.0,0.562,1.0,0.549,0.104
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,78.0,33.0,233.0,230.0,0.703,0.253,0.565,0.123
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,261.0,178.0,88.0,47.0,0.595,0.847,0.589,0.184
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,280.0,130.0,28.0,10.0,0.683,0.966,0.571,0.173
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,129.0,7.0,151.0,161.0,0.949,0.445,0.7,0.328
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,253.0,101.0,57.0,37.0,0.715,0.872,0.617,0.257
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,207.0,51.0,19.0,3.0,0.802,0.986,0.629,0.333
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,65.0,1.0,69.0,145.0,0.985,0.31,0.648,0.175
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,199.0,38.0,32.0,11.0,0.84,0.948,0.702,0.464
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,247.0,204.0,0.0,0.0,0.548,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,246.0,182.0,22.0,1.0,0.575,0.996,0.552,0.112
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,247.0,191.0,13.0,0.0,0.564,1.0,0.532,0.069
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,152.0,122.0,103.0,74.0,0.555,0.673,0.565,0.13
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,144.0,164.0,61.0,82.0,0.468,0.637,0.454,-0.092
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,2.0,2.0,223.0,224.0,0.5,0.009,0.5,0.0
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,225.0,337.0,1.0,0.0,0.4,1.0,0.501,0.002
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,211.0,335.0,3.0,14.0,0.386,0.938,0.473,-0.043
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,8.0,3.0,335.0,217.0,0.727,0.036,0.513,0.032
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,226.0,324.0,27.0,0.0,0.411,1.0,0.538,0.061
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,166.0,302.0,49.0,60.0,0.355,0.735,0.437,-0.106
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,102.0,76.0,275.0,124.0,0.573,0.451,0.617,0.244
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,192.0,308.0,88.0,0.0,0.384,1.0,0.611,0.157
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,174.0,383.0,13.0,18.0,0.312,0.906,0.47,-0.041
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,104.0,115.0,281.0,88.0,0.475,0.542,0.626,0.242
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,177.0,972.0,184.0,3.0,0.154,0.983,0.571,0.044
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,180.0,1153.0,3.0,0.0,0.135,1.0,0.501,0.001
bookkeeperProportion_without_duplicated_lines,16,0.469,0.583,0.135,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,57.0,180.0,976.0,123.0,0.241,0.317,0.58,0.142
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,108.0,230.0,395.0,52.0,0.32,0.675,0.653,0.217
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,160.0,624.0,1.0,0.0,0.204,1.0,0.501,0.001
bookkeeperProportion_without_duplicated_lines,17,0.564,0.508,0.204,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,75.0,99.0,526.0,85.0,0.431,0.469,0.655,0.301
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,163.0,277.0,247.0,2.0,0.37,0.988,0.73,0.292
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,165.0,524.0,0.0,0.0,0.239,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,18,0.619,0.481,0.239,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,139.0,129.0,395.0,26.0,0.519,0.842,0.798,0.491
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,161.0,216.0,332.0,3.0,0.427,0.982,0.794,0.404
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,164.0,548.0,0.0,0.0,0.23,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,19,0.668,0.463,0.23,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,143.0,89.0,459.0,21.0,0.616,0.872,0.855,0.62
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,162.0,244.0,283.0,6.0,0.399,0.964,0.751,0.338
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,168.0,527.0,0.0,0.0,0.242,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,20,0.718,0.447,0.242,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,123.0,101.0,426.0,45.0,0.549,0.732,0.77,0.485
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,171.0,206.0,371.0,1.0,0.454,0.994,0.819,0.449
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,172.0,577.0,0.0,0.0,0.23,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,21,0.767,0.434,0.23,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,149.0,74.0,503.0,23.0,0.668,0.866,0.869,0.668
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,174.0,246.0,564.0,1.0,0.414,0.994,0.845,0.446
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,175.0,809.0,1.0,0.0,0.178,1.0,0.501,0.0
bookkeeperProportion_without_duplicated_lines,22,0.819,0.421,0.178,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,133.0,113.0,697.0,42.0,0.541,0.76,0.81,0.535
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,166.0,196.0,336.0,7.0,0.459,0.96,0.796,0.432
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,173.0,532.0,0.0,0.0,0.245,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,23,0.889,0.402,0.245,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,135.0,90.0,442.0,38.0,0.6,0.78,0.806,0.555
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,RandomForest,SMOTE,NONE,SENSITIVE_THRESHOLD,173.0,192.0,507.0,0.0,0.474,1.0,0.863,0.512
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,NaiveBayes,SMOTE,NONE,SENSITIVE_THRESHOLD,173.0,699.0,0.0,0.0,0.198,1.0,0.5,0.0
bookkeeperProportion_without_duplicated_lines,24,0.939,0.394,0.198,Ibk,SMOTE,NONE,SENSITIVE_THRESHOLD,166.0,60.0,639.0,7.0,0.735,0.96,0.937,0.783
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,RandomForest,NONE,NONE,SENSITIVE_LEARNING,209.0,41.0,9.0,0.0,0.836,1.0,0.672,0.262
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,124.0,6.0,44.0,85.0,0.954,0.593,0.745,0.296
bookkeeperProportion_without_duplicated_lines,1,0.016,0.727,0.807,Ibk,NONE,NONE,SENSITIVE_LEARNING,106.0,14.0,36.0,103.0,0.883,0.507,0.614,0.135
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,RandomForest,NONE,NONE,SENSITIVE_LEARNING,295.0,91.0,8.0,1.0,0.764,0.997,0.873,0.111
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,168.0,4.0,95.0,128.0,0.977,0.568,0.861,0.372
bookkeeperProportion_without_duplicated_lines,2,0.035,0.769,0.749,Ibk,NONE,NONE,SENSITIVE_LEARNING,282.0,66.0,33.0,14.0,0.81,0.953,0.694,0.347
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,RandomForest,NONE,NONE,SENSITIVE_LEARNING,209.0,64.0,5.0,1.0,0.766,0.995,0.806,0.098
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,79.0,4.0,65.0,131.0,0.952,0.376,0.788,0.197
bookkeeperProportion_without_duplicated_lines,3,0.062,0.76,0.753,Ibk,NONE,NONE,SENSITIVE_LEARNING,185.0,34.0,35.0,25.0,0.845,0.881,0.757,0.406
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,RandomForest,NONE,NONE,SENSITIVE_LEARNING,253.0,59.0,3.0,1.0,0.811,0.996,0.907,0.069
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,127.0,1.0,61.0,127.0,0.992,0.5,0.854,0.274
bookkeeperProportion_without_duplicated_lines,4,0.082,0.759,0.804,Ibk,NONE,NONE,SENSITIVE_LEARNING,247.0,41.0,21.0,7.0,0.858,0.972,0.908,0.393
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,RandomForest,NONE,NONE,SENSITIVE_LEARNING,270.0,65.0,4.0,1.0,0.806,0.996,0.91,0.083
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,183.0,2.0,67.0,88.0,0.989,0.675,0.878,0.441
bookkeeperProportion_without_duplicated_lines,5,0.104,0.768,0.797,Ibk,NONE,NONE,SENSITIVE_LEARNING,269.0,41.0,28.0,2.0,0.868,0.993,0.9,0.505
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,RandomForest,NONE,NONE,SENSITIVE_LEARNING,313.0,253.0,3.0,0.0,0.553,1.0,0.729,0.013
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,200.0,131.0,125.0,113.0,0.604,0.639,0.59,0.128
bookkeeperProportion_without_duplicated_lines,6,0.128,0.774,0.55,Ibk,NONE,NONE,SENSITIVE_LEARNING,280.0,212.0,44.0,33.0,0.569,0.895,0.547,0.071
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,RandomForest,NONE,NONE,SENSITIVE_LEARNING,240.0,97.0,4.0,0.0,0.712,1.0,0.832,0.055
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,64.0,1.0,100.0,176.0,0.985,0.267,0.745,0.171
bookkeeperProportion_without_duplicated_lines,7,0.168,0.72,0.704,Ibk,NONE,NONE,SENSITIVE_LEARNING,156.0,48.0,53.0,84.0,0.765,0.65,0.649,0.158
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,RandomForest,NONE,NONE,SENSITIVE_LEARNING,308.0,261.0,5.0,0.0,0.541,1.0,0.89,0.02
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,93.0,35.0,231.0,215.0,0.727,0.302,0.621,0.163
bookkeeperProportion_without_duplicated_lines,8,0.192,0.718,0.537,Ibk,NONE,NONE,SENSITIVE_LEARNING,264.0,178.0,88.0,44.0,0.597,0.857,0.609,0.195
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,RandomForest,NONE,NONE,SENSITIVE_LEARNING,289.0,151.0,7.0,1.0,0.657,0.997,0.689,0.052
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,150.0,8.0,150.0,140.0,0.949,0.517,0.788,0.392
bookkeeperProportion_without_duplicated_lines,9,0.233,0.687,0.647,Ibk,NONE,NONE,SENSITIVE_LEARNING,254.0,103.0,55.0,36.0,0.711,0.876,0.671,0.248
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,RandomForest,NONE,NONE,SENSITIVE_LEARNING,209.0,66.0,4.0,1.0,0.76,0.995,0.843,0.076
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,72.0,2.0,68.0,138.0,0.973,0.343,0.772,0.191
bookkeeperProportion_without_duplicated_lines,10,0.264,0.682,0.75,Ibk,NONE,NONE,SENSITIVE_LEARNING,199.0,38.0,32.0,11.0,0.84,0.948,0.837,0.464
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,RandomForest,NONE,NONE,SENSITIVE_LEARNING,247.0,204.0,0.0,0.0,0.548,1.0,0.653,0.0
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,246.0,184.0,20.0,1.0,0.572,0.996,0.522,0.102
bookkeeperProportion_without_duplicated_lines,11,0.284,0.687,0.548,Ibk,NONE,NONE,SENSITIVE_LEARNING,247.0,191.0,13.0,0.0,0.564,1.0,0.532,0.069
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,RandomForest,NONE,NONE,SENSITIVE_LEARNING,196.0,165.0,60.0,30.0,0.543,0.867,0.657,0.134
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,164.0,184.0,41.0,62.0,0.471,0.726,0.43,-0.092
bookkeeperProportion_without_duplicated_lines,12,0.316,0.673,0.501,Ibk,NONE,NONE,SENSITIVE_LEARNING,126.0,141.0,84.0,100.0,0.472,0.558,0.465,-0.069
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,RandomForest,NONE,NONE,SENSITIVE_LEARNING,225.0,336.0,2.0,0.0,0.401,1.0,0.674,0.005
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,211.0,335.0,3.0,14.0,0.386,0.938,0.601,-0.043
bookkeeperProportion_without_duplicated_lines,13,0.348,0.657,0.4,Ibk,NONE,NONE,SENSITIVE_LEARNING,12.0,6.0,332.0,213.0,0.667,0.053,0.518,0.042
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,RandomForest,NONE,NONE,SENSITIVE_LEARNING,225.0,231.0,120.0,1.0,0.493,0.996,0.907,0.286
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,171.0,312.0,39.0,55.0,0.354,0.757,0.496,-0.11
bookkeeperProportion_without_duplicated_lines,14,0.387,0.631,0.392,Ibk,NONE,NONE,SENSITIVE_LEARNING,145.0,108.0,243.0,81.0,0.573,0.642,0.667,0.327
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,RandomForest,NONE,NONE,SENSITIVE_LEARNING,192.0,274.0,122.0,0.0,0.412,1.0,0.901,0.225
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,NaiveBayes,NONE,NONE,SENSITIVE_LEARNING,176.0,385.0,11.0,16.0,0.314,0.917,0.585,-0.037
bookkeeperProportion_without_duplicated_lines,15,0.428,0.608,0.327,Ibk,NONE,NONE,SENSITIVE_LEARNING,119.0,138.0,258.0,73.0,0.463,0.62,0.636,0.25
